term,estimate,std.error,statistic,p.value,goal,n_obs,years,r_squared,aic,bic,fixed_effects
rgn_nameNorth Coast,-9.406172558851903,3.137304252743963,-2.998170340229206,0.0033074608589717127,SP,128,16,0.5661578684511139,927.6737319689414,956.1940346081376,region
rgn_nameNorth Vancouver Island,-12.332755478356797,3.1162600198818473,-3.9575502043068895,1.2924162180176423e-4,SP,128,16,0.5661578684511139,927.6737319689414,956.1940346081376,region
rgn_namePacific Offshore,12.06080596344943,3.0782077363642224,3.9181260643879954,1.4944042459732158e-4,SP,128,16,0.5661578684511139,927.6737319689414,956.1940346081376,region
rgn_nameStrait of Georgia,-13.80931350432732,3.1390103387702046,-4.39925709506822,2.380588600926913e-5,SP,128,16,0.5661578684511139,927.6737319689414,956.1940346081376,region
rgn_nameWest Vancouver Island,8.860740919899065,3.0758866278545165,2.880711154844996,0.00470757108807184,SP,128,16,0.5661578684511139,927.6737319689414,956.1940346081376,region
(Intercept),68.04845015756379,3.587589360647725,18.967736637862565,9.836535470381251e-39,SPP,128,16,0.19444063673853684,615.4202857173444,623.9763765091033,none
pred_status,0.2316284915533652,0.04116942005537139,5.626226729495659,1.1344426048617534e-7,SPP,128,16,0.19444063673853684,615.4202857173444,623.9763765091033,none
(Intercept),86.44511519843269,0.1956901055217509,441.74494652119415,3.6919520943139924e-193,SPP,128,16,0.9987105162180879,-201.8697420489757,-173.34943940977954,region
pred_status,7.527286134755979e-4,0.0021903545540885535,0.3436560588195832,0.7317113994326914,SPP,128,16,0.9987105162180879,-201.8697420489757,-173.34943940977954,region
rgn_nameCentral Coast,2.082231283438296,0.037296353350321367,55.82935317777802,3.3224343649041624e-87,SPP,128,16,0.9987105162180879,-201.8697420489757,-173.34943940977954,region
rgn_nameHaida Gwaii,2.2269963789367395,0.03738814881196144,59.56423224206986,1.947884809894193e-90,SPP,128,16,0.9987105162180879,-201.8697420489757,-173.34943940977954,region
rgn_nameNorth Coast,-1.6423270067541358,0.04422864099238953,-37.132658157792655,2.7281647267350437e-67,SPP,128,16,0.9987105162180879,-201.8697420489757,-173.34943940977954,region
rgn_nameNorth Vancouver Island,0.7919312391464112,0.03736791093739768,21.192815420512286,3.2999206685257173e-42,SPP,128,16,0.9987105162180879,-201.8697420489757,-173.34943940977954,region
rgn_namePacific Offshore,7.964759314797185,0.037670610772209755,211.43164794856264,3.934964766648061e-155,SPP,128,16,0.9987105162180879,-201.8697420489757,-173.34943940977954,region
rgn_nameStrait of Georgia,-1.5234559047348175,0.03759191186794358,-40.52616185328795,1.7584140091452599e-71,SPP,128,16,0.9987105162180879,-201.8697420489757,-173.34943940977954,region
rgn_nameWest Vancouver Island,3.5385864660206705,0.0373066663989097,94.85131767560145,5.66751233279954e-114,SPP,128,16,0.9987105162180879,-201.8697420489757,-173.34943940977954,region
(Intercept),120.51320671903568,16.891589403487693,7.13450959766715,2.885003195001238e-7,TR,25,5,0.053959988836849604,175.39632028391225,179.05294775851684,none
pred_status,-0.2738922157887079,0.17795319372601234,-1.5391250364992561,0.13741949827777514,TR,25,5,0.053959988836849604,175.39632028391225,179.05294775851684,none
(Intercept),134.71706287613392,15.643122098953965,8.611903814593525,5.5141814366726903e-8,TR,25,5,0.2653895614440155,172.2963263618173,180.82845713589472,region
pred_status,-0.4106583612056386,0.16539774946213281,-2.4828533794509533,0.022539719267809448,TR,25,5,0.2653895614440155,172.2963263618173,180.82845713589472,region
rgn_nameNorth Coast,-9.90494515899476,4.186638132197492,-2.3658469746454607,0.0287734279758545,TR,25,5,0.2653895614440155,172.2963263618173,180.82845713589472,region
rgn_nameNorth Vancouver Island,0.3538351828665126,4.211829364486078,0.08400985705879543,0.9339274414049227,TR,25,5,0.2653895614440155,172.2963263618173,180.82845713589472,region
rgn_nameStrait of Georgia,2.8907368102104827,4.186882313641824,0.6904270513627283,0.49827388901553205,TR,25,5,0.2653895614440155,172.2963263618173,180.82845713589472,region
rgn_nameWest Vancouver Island,0.2970741976520057,4.225161481252956,0.07031073225724606,0.9446811162486826,TR,25,5,0.2653895614440155,172.2963263618173,180.82845713589472,region
